7.06512e-06	-0.692134	0.701619	0	-0.693	0.7	0.000288517	-0.0742531	-0.103456	0	0	0
1.50466e-05	-0.692034	0.701204	0	-0.691774	0.700708	0.00128988	0.123989	0.0233945	0	0.24525	0.141595
2.80467e-05	-0.689542	0.702078	0	-0.688095	0.702832	0.00150862	0.378466	0.153688	0	0.4905	0.28319
4.00904e-05	-0.684704	0.704215	0	-0.681964	0.706372	0.00077951	0.589421	0.27338	0	0.73575	0.424785
4.64161e-05	-0.677674	0.707578	0	-0.67338	0.711328	0.000536436	0.819277	0.400439	0	0.981	0.566381
5.1632e-05	-0.668295	0.712271	0	-0.662344	0.717699	0.00042069	1.05676	0.539393	0	1.22625	0.707976
5.42826e-05	-0.656497	0.718354	0	-0.648855	0.725487	0.000266877	1.30242	0.679203	0	1.4715	0.849571
5.67155e-05	-0.642245	0.725866	0	-0.632914	0.734691	0.0001585	1.54716	0.825572	0	1.71675	0.991166
5.74463e-05	-0.625514	0.734818	0	-0.61452	0.74531	-3.0787e-05	1.79606	0.968574	0	1.962	1.13276
5.60061e-05	-0.606323	0.745239	0	-0.593674	0.757346	-9.50627e-05	2.04126	1.11702	0	2.20725	1.27436
5.45296e-05	-0.584592	0.757091	0	-0.570375	0.770798	-0.000113499	2.30141	1.26178	0	2.4525	1.41595
5.2096e-05	-0.560406	0.770443	0	-0.544624	0.785665	-0.000323726	2.53771	1.40669	0	2.69775	1.55755
4.91357e-05	-0.533732	0.785224	0	-0.51642	0.801949	-0.000413967	2.7889	1.55754	0	2.943	1.69914
4.40606e-05	-0.504639	0.801467	0	-0.485764	0.819648	-0.000574052	3.05201	1.67767	0	3.18825	1.84074
3.85257e-05	-0.472729	0.819475	0	-0.452655	0.838763	-0.00107665	3.29163	1.88465	0	3.4335	1.98233
2.32003e-05	-0.43876	0.838735	0	-0.417094	0.859295	-0.00161632	3.50572	1.97853	0	3.67875	2.12393
5.55262e-06	-0.402571	0.859261	0	-0.37908	0.881242	-0.00168977	3.73664	2.1213	0	3.924	2.26552
-7.66271e-06	-0.363736	0.881217	0	-0.338614	0.904605	-0.00143951	4.00871	2.31097	0	4.16925	2.40712
-2.09985e-05	-0.326894	0.902437	0	-0.295695	0.929384	-0.0012868	4.18207	2.41373	0	4.4145	2.54871
-2.15262e-05	-0.278894	0.930162	0	-0.250324	0.955579	-0.000279312	4.47203	2.66404	0	4.65975	2.69031
-2.43391e-05	-0.233428	0.956935	0	-0.2025	0.98319	0.000451413	4.63726	2.71537	0	4.905	2.8319
-1.27886e-05	-0.185916	0.984684	0	-0.152224	1.01222	0.00160501	4.86046	2.85543	0	5.15025	2.9735
5.70031e-06	-0.136115	1.01404	0	-0.099495	1.04266	0.0019016	5.11322	3.00277	0	5.3955	3.11509
2.16215e-05	-0.0836643	1.04485	0	-0.0443137	1.07452	0.00106663	5.37084	3.16689	0	5.64075	3.25669
